Property Type,HOA Dues,Year Built,Community,List Price,housingprice,Est. Mo. Payment,# Of Cars,High School,address,beds,baths,sqft,Heating,Cooling,# of Baths (Full),# of Baths (1/2),# of carpet,# of hardwood,Basement,Basement Description,Basement Sq. Ft.,Tax Annual Amount,# of Rooms
Single Family Residential,,1980,Ivanhoe,,,, 2,,301 Everington Ct 60440,3.0,1.5,"1,626"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 10,, Crawl,," $6,709.50", 7

Townhouse,$200/month,1997,Town Centre Park,,"$190,000",, 2, Bolingbrook High School,366 Magnolia Ct 60440,2.0,1,, Forced Air, Central Air, 1,, 0, 2,, Slab,," $3,860.56", 4

Single Family Residential,,1972,,,"$145,000",,,,509 Seneca Ln 60440,2.0,1,"1,146",,,,, 0, 0,,,,, 5

Single Family Residential,,1971,Winston Woods,,,, 2, Bolingbrook High School,8 Marquette Ct 60440,5.0,2,"1,950"," Natural Gas, Forced Air", Central Air, 2,, 0, 0," Full, English", Finished,," $6,919.60", 8

Single Family Residential,,1993,,,"$290,000",,,,172 Beaver Creek Dr 60490,3.0,1,"1,900",,,,, 0, 0,,,,, 8

Single Family Residential,,1975,Cinnamon Creek,,"$300,000",, 2,,209 Chase Ct 60440,4.0,2.5,"1,746"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2," Partial, English", Partially Finished,," $5,132.20", 8

Single Family Residential,,1972,Ivanhoe,,,, 2.5, Bolingbrook High School,143 Camelot Way 60440,3.0,2.5,"2,417"," Natural Gas, Forced Air", Central Air, 2, 1, 8, 6," Full, English", Finished,," $7,581", 8

Townhouse,$170/month,1994,Bolingbrook,,"$219,900",, 2,,339 Grand Canyon Dr 60440,2.0,3.5,"1,664"," Natural Gas, Forced Air", Central Air, 3, 1, 2, 0, Full, Finished,," $5,667.76", 6

Townhouse,$199/month,1971,Winston Village,,,, 1,,552 Fuller Ln 60440,3.0,2.5,"1,460"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Full, Partially Finished,," $5,344.02", 6

Other,,1972,,,"$103,000",,,,3 Fernwood Dr 60440,,,880,,,,, 0, 0,,,,,

Single Family Residential,,1993,Lakewood Farms,,"$228,000",, 2, Bolingbrook High School,651 Red Barn Trl 60490,3.0,2.5,"1,695"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Partial," Finished,Crawl", 600," $8,272.28", 9

Other,,1997,,,"$250,000",,,,359 Aaron Ln 60440,,2.5,"2,150",,,,, 0, 0,,,,,

Single Family Residential,,1975,Indian Oaks,,,, 2, Bolingbrook High School,204 Tomahawk Ct 60440,3.0,2,"1,740"," Natural Gas, Forced Air", Central Air, 2,, 12, 0,, Slab,," $6,793.98", 8

Single Family Residential,,1988,Heritage Heights,,,, 2, Bolingbrook High School,1425 Columbus Dr 60490,4.0,2.5,"2,671"," Natural Gas, Forced Air", Central Air, 2, 1, 8, 8, Full, Unfinished,," $10,116.04", 8

Single Family Residential,,1971,Ivanhoe,,"$297,500",, 2, Bolingbrook High School,153 Camelot Way 60440,4.0,2,"1,700"," Natural Gas, Forced Air", Central Air, 2,, 0, 0, English, Finished,," $5,608.42", 7

Single Family Residential,,1972,Cherrywood,,"$275,000",, 2, Bolingbrook High School,110 Davis Ct 60440,3.0,2,"1,418", Forced Air, Central Air, 2,, 0, 0,, None,," $4,980.68", 7

Single Family Residential,,1994,Bolingbrook,,"$345,000",, 2.5,,1480 Parkside Dr 60490,4.0,2.5,"2,178"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Full, Finished,," $9,308.78", 10

Single Family Residential,,2001,Bolingbrook,,,, 2,,1643 Farmside Ln 60490,4.0,3.5,"2,500", Natural Gas, Central Air, 3, 1, 0, 0, Full, Finished,," $10,267.04", 9

Single Family Residential,$36/month,2004,Claridge Estates,,,, 2, Bolingbrook High School,988 Ashbrook Cir 60440,4.0,2.5,"2,436"," Natural Gas, Forced Air", Central Air, 2, 1, 2, 16, Full," Finished,Egress Window,8 ft + pour,Concrete (Basement),Rec/Family Area,Sleeping Area,Storage Space"," 2,070"," $12,144.46", 11

Townhouse,$260/month,2020,Bella Vista,,,, 2,,1307 Balboa Cir 60490,2.0,2,"1,468"," Natural Gas, Forced Air", Central Air, 2,, 8, 0, Full, Unfinished,,, 5

Single Family Residential,$12/month,2003,Lakewood Ridge,,"$309,000",, 2,,361 Foster Way 60440,3.0,2.5,"1,614", Natural Gas, Central Air, 2, 1, 0, 2, Full, Unfinished,," $9,051.44", 7

Single Family Residential,$33/month,2006,Fairways of Augusta,,"$480,000",, 3, Neuqua Valley High School,2 Trent Ct 60490,4.0,2.5,"2,806"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Full," Unfinished,Bathroom Rough-In,Egress Window,9 ft + pour",," $10,033.70", 11

Single Family Residential,,1991,Bolingbrook,,,, 2, Bolingbrook High School,209 Karen Cir 60440,4.0,3,"1,282"," Natural Gas, Forced Air", Central Air, 3,, 6, 10, Full, Partially Finished,," $6,887", 8

Condo,$240/month,1998,Bolingbrook,,"$230,000",, 2.5, Bolingbrook High School,345 Evening Star Ct 60440,3.0,2.5,"1,732", Forced Air, Central Air, 2, 1, 0, 0,, None,," $4,655", 7

Single Family Residential,,1964,Bolingbrook,,,, 3,,286 Seabury Rd 60440,4.0,2.5,"1,900", Natural Gas, Central Air, 2, 1, 0, 0,, None,," $6,956", 9

Townhouse,,1994,Picardy,,"$218,000",, 2,,255 Paddington Ln 60440,2.0,1.5,"1,296"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0, Full, Partially Finished,," $6,260", 5

Single Family Residential,,1976,Bolingbrook,,"$255,000",, 2,,307 Musial Cir 60440,3.0,2.5,"1,548", Natural Gas, Central Air, 2, 1, 0, 0,, None,," $6,727", 7

Other,,2003,,,"$250,000",,,,205 Glendale Dr 60440,,2.5,"2,713",,,,, 0, 0,,,,,

Townhouse,,1978,Bolingbrook,,,, 3,,234 Karen Cir 60440,4.0,2.5,"1,371", Natural Gas, Central Air, 2, 1, 0, 2,, None,," $3,580.68", 7

Townhouse,$199/month,1971,Winston Village,,"$235,000",, 2, Bolingbrook High School,117 Julie Rd 60440,4.0,2.5,"1,590", Natural Gas, Central Air, 2, 1, 0, 0, Full, Unfinished, 575," $6,121.52", 7

Single Family Residential,$21/month,2002,Lakewood Ridge,,,, 2,,342 Deering Ln 60440,3.0,2.5,"1,614"," Natural Gas, Forced Air", Central Air, 2, 1, 12, 2, Full, Finished,," $10,843.12", 7

Single Family Residential,,1981,Heritage Heights,,,, 2, Bolingbrook High School,274 Mayflower Ln 60490,4.0,3,"2,864", Natural Gas, Central Air, 3,, 0, 2, Partial, Unfinished, 675," $8,344.50", 9

Single Family Residential,,1999,Bolingbrook,,"$327,500",, 2,,168 Chestnut Ln 60490,4.0,2.5,"2,225"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Full, Unfinished,," $8,508.46", 8

Single Family Residential,,1972,Indian Oaks,,"$240,000",, 2, Bolingbrook High School,501 Blackhawk Ln 60440,4.0,2,"1,277"," Natural Gas, Forced Air", Central Air, 2,, 0, 2,, None,," $6,424.34", 8

Single Family Residential,,1992,Bolingbrook,,,, 2.5, Bolingbrook High School,584 Lakewood Farms Dr 60490,4.0,2.5,"1,947", Natural Gas, Central Air, 2, 1, 0, 0,, None,," $7,718.78", 8

Single Family Residential,,1989,Heritage Heights,,"$400,000",, 2, Bolingbrook High School,1460 Columbus Dr 60490,4.0,2.5,"2,650", Natural Gas, Central Air, 2, 1, 2, 2, Full, Unfinished,," $9,182.22", 9

Single Family Residential,$30/month,2003,Augusta Village,,,, 2.5, Bolingbrook High School,121 N Cranberry St 60490,3.0,2.5,"1,775"," Natural Gas, Forced Air", Central Air, 2, 1, 12, 0, Full, Unfinished,," $10,329.84", 7

Single Family Residential,,1971,Cinnamon Creek,,,, 3, Bolingbrook High School,637 Ponderosa Dr 60440,3.0,1.5,"1,169"," Natural Gas, Forced Air", Central Air, 1, 1, 6, 0, Partial," Finished,Crawl",," $6,271.96", 6

Townhouse,$265/month,2001,Lily Field,,"$265,000",, 2, Bolingbrook High School,1098 Lily Field Ln 60440,3.0,2.5,"1,724"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Full, Unfinished,," $6,218.44", 6

Single Family Residential,,1964,,,"$245,000",,,,261 Seabury Rd 60440,3.0,2,"1,372",,,,, 0, 0,,,,, 7

Other,,1972,,,"$150,000",,,,15V Fernwood Dr 60440,,,924,,,,, 0, 0,,,,,

Single Family Residential,,1971,Sugarbrook,,"$221,000",, 2.5, Bolingbrook High School,207 Malibu Dr 60440,4.0,1,"1,200"," Natural Gas, Forced Air", Central Air, 1,, 0, 0,, Slab,," $2,407.36", 6

Single Family Residential,,2004,Brookwood Estates,,,, 2.5, Bolingbrook High School,1178 Jennifer Ln 60440,5.0,3.5,"2,800", Natural Gas, Central Air, 3, 1, 18, 6, Full, Finished," 1,200"," $9,757.74", 10

Townhouse,$152/month,1969,Beaconridge,,"$169,000",, 2, Bolingbrook High School,118 Pilgrim Ct 60440,3.0,2.5,"1,736", Natural Gas, Other, 2, 1, 0, 0, Full, Finished,," $2,865.08", 8

Single Family Residential,,1996,Cider Creek,,"$405,000",, 2, Neuqua Valley High School,1891 Baldwin Way 60490,5.0,3,"2,385"," Natural Gas, Forced Air", Central Air, 3,, 0, 2, Full, Unfinished,," $7,890.10", 10

Single Family Residential,$281/month,2021,Liberty Green,,"$527,194",, 3, Plainfield East High School,1082 Bernice Dr 60490,3.0,3,"2,992", Natural Gas, Central Air, 3,, 0, 0,, None,,, 8

Single Family Residential,,2002,Pheasant Chase,,"$357,000",, 2,,3 Raven Ct 60490,5.0,3.5,"2,321", Natural Gas, Central Air, 3, 1, 0, 2, Full, Finished," 1,200"," $8,986.26", 9

Single Family Residential,,1963,Bolingbrook,,,, 2, Bolingbrook High School,153 N Pinecrest Rd 60440,3.0,2,"1,372", Natural Gas, Central Air, 2,, 0, 0,, None,," $5,853.80", 7

Single Family Residential,,1965,Bolingbrook,,"$215,000",, 2, Bolingbrook High School,124 S Ashbury Ave 60440,4.0,2,"1,372"," Natural Gas, Forced Air", Central Air, 2,, 0, 0,, Crawl,," $5,568.86", 6

Townhouse,$200/month,1995,Chanticleer,,,, 2,,313 Inner Cir Dr 60490,3.0,2.5,"1,813"," Natural Gas, Forced Air", Central Air, 2, 1, 10, 0, Full, Unfinished,," $5,960.10", 7

Townhouse,$275/month,1999,Bolingbrook,,,, 2,,1171 Lily Field Ln 60440,2.0,3,"1,519", Natural Gas, Central Air, 2, 2, 6, 2, Full, Finished,," $6,562.86", 7

Single Family Residential,,1999,The Preserve,,"$305,000",, 2,,3 Four Seasons Ct 60440,4.0,2.5,"2,286"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Partial, Partially Finished, 672," $10,265", 8

Single Family Residential,,1973,,,"$330,000",,,,321 Lancelot Ct 60440,,2,"2,964",,,,, 0, 0,,,,,

Townhouse,$188/month,1975,Bolingbrook,,"$130,000",, 1,,7C Marywood Ln 60440,3.0,1,950, Natural Gas, Central Air, 1,, 0, 0,, None,," $2,265", 6

Single Family Residential,,1976,Peppertree,,"$220,000",, 2,,312 Thistle Dr 60490,3.0,2,"1,387"," Natural Gas, Forced Air", Central Air, 2,, 0, 0,, Slab,," $5,796.32", 7

Single Family Residential,,1999,Hickory Oaks,,"$335,000",, 2,,180 Chestnut Ln 60490,4.0,2.5,"2,225"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Partial, Partially Finished,," $8,153.52", 8

Single Family Residential,,2000,Bolingbrook,,"$299,900",, 2, Bolingbrook High School,1439 Hawk Dr 60490,3.0,2.5,"1,789", Natural Gas, Central Air, 2, 1, 0, 0, Partial, Unfinished,," $6,929.06", 7

Single Family Residential,,1974,Cinnamon Creek,,"$198,000",, 1,,864 Summit Ln 60440,3.0,1.5,"1,170"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 2,, Crawl,," $3,838.92", 7

Single Family Residential,,1996,Bolingbrook,,"$380,000",, 3, Neuqua Valley High School,230 Cider St 60490,4.0,3.5,"2,375", Baseboard, Central Air, 3, 1, 0, 0, Full, Finished,," $7,830.94", 9

Single Family Residential,,2021,Woodridge,,,, 3, South High School,8309 Kelly Dr 60517,4.0,2.5,"2,656", Natural Gas, Central Air, 2, 1, 8, 8, Full, Unfinished,," $3,245", 8

Other,,2006,,,"$522,000",,,,306 Chick Evans St 60490,,2.5,"3,282",,,,, 0, 0,,,,,

Single Family Residential,,1963,Bolingbrook,,,,, Bolingbrook High School,541 Redwood Rd 60440,3.0,2.5,"1,776", Natural Gas, Central Air, 2, 1, 2, 0,, None,," $6,460.70", 8

Single Family Residential,,1963,Colonial Village,,"$220,000",, 2.5, Bolingbrook High School,116 Vernon Dr 60440,3.0,2,"1,372", Natural Gas, Central Air, 2,, 0, 0,, None,," $5,569", 6

Single Family Residential,,1987,Cherrywood East,,"$270,000",, 2, Bolingbrook High School,368 Homewood Dr 60440,3.0,2,"1,941"," Natural Gas, Forced Air", Central Air, 2,, 0, 0, Full, Finished,," $7,140.72", 7

Single Family Residential,,1971,Bolingbrook,,"$240,000",, 2,,117 Monticello Cir 60440,3.0,2,"1,262"," Natural Gas, Forced Air", Central Air, 2,, 0, 0,, None,," $5,645.48", 6

Single Family Residential,$28/month,2000,Somerfield,,,, 2.5, Plainfield East High School,1550 Somerfield Dr 60490,4.0,2.5,"1,928", Natural Gas, Central Air, 2, 1, 12, 4, Full," Partially Finished,Rec/Family Area,Storage Space",," $8,407.96", 8

Single Family Residential,$29/month,2004,Augusta Village,,"$340,000",, 2, Bolingbrook High School,167 Holly St 60490,4.0,2.5,"2,400"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Full, Unfinished,," $11,002", 9

Single Family Residential,,1973,Bolingbrook,,"$294,000",, 5, Bolingbrook High School,172 Shady Ln 60440,5.0,2,"1,950", Natural Gas, Central Air, 2,, 0, 2, Full, Finished,," $5,765.70", 8

Single Family Residential,,1973,Bolingbrook,,,, 1,,807 Beech Dr 60440,4.0,2,"1,800"," Natural Gas, Forced Air", Central Air, 2,, 8, 0,, None,," $6,034.36", 7

Single Family Residential,$9/month,2004,Bloomfield West,,,, 3, Bolingbrook High School,436 Cardinal Ln 60490,5.0,3.5,"3,306"," Natural Gas, Forced Air", Central Air, 3, 1, 12, 14, Full, Partially Finished,," $13,711", 12

Townhouse,$152/month,1971,Bolingbrook,,,, 2,,230 Beaconridge Dr 60440,2.0,1,"1,160"," Natural Gas, Forced Air", Central Air, 1,, 0, 0, Full, Partially Finished,," $2,380.04", 4

Single Family Residential,,1962,Bolingbrook,,"$248,000",, 1,,119 Queenswood Rd 60440,3.0,1.5,"1,115"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0,, None,," $3,991.92", 6

Single Family Residential,$26/month,2002,Foxridge Farms,,"$455,000",, 2, Plainfield East High School,2045 Mark Cir 60490,5.0,3,"2,890"," Natural Gas, Forced Air", Central Air, 2, 2, 0, 0, Full, Finished," 1,450"," $7,306", 16

Single Family Residential,$9/month,2004,Bloomfield West,,,, 3,,1500 Misty Ln 60490,5.0,3.5,"2,778"," Natural Gas, Forced Air", Central Air, 3, 1, 0, 18, Full, Finished,," $13,211.20", 11

Single Family Residential,$25/month,1999,Somerfield,,"$435,000",, 3,,1404 Waterside Dr 60490,4.0,2.5,"2,900", Natural Gas, Central Air, 2, 1, 0, 2, Full, Finished,," $10,095.34", 9

Single Family Residential,$29/month,2007,River Hills,,"$488,000",, 3, Plainfield East High School,1263 Twilight Way 60490,4.0,2.5,"3,907"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Full, Unfinished,," $10,661", 10

Single Family Residential,,1994,,,"$393,750",,,,563 Lavina Dr 60440,5.0,3.5,"2,714",,,,, 0, 0,,,,,

Single Family Residential,,1976,Peppertree,,"$242,500",, 2, Bolingbrook High School,315 Thistle Dr 60490,3.0,2,"1,387"," Natural Gas, Forced Air", Central Air, 2,, 0, 0,, None,," $4,728.78", 7

Single Family Residential,,1989,Bolingbrook,,"$262,000",, 2,,713 Melissa Dr 60440,3.0,1.5,"1,552"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0,, None,," $6,178.58", 7

Single Family Residential,,1977,Bolingbrook,,"$240,000",, 2, Bolingbrook High School,1136 Quail Run Ave 60490,3.0,2,"1,387", Natural Gas, Central Air, 2,, 0, 0,, None,," $5,291.28", 6

Condo,$162/month,2004,Townes of Whispering Oaks,,"$242,000",, 2, Bolingbrook High School,1530 Shagbark Dr 60490,2.0,2.5,"1,438", Natural Gas, Central Air, 2, 1, 0, 0, Full, Unfinished,," $6,280", 7

Single Family Residential,,1972,Winston Woods,,,, 2, Bolingbrook High School,229 Hampshire Ln 60440,5.0,3,"1,587"," Natural Gas, Forced Air", Central Air, 3,, 0, 0, Full, Finished,," $6,722.68", 10

Single Family Residential,$26/month,2001,Foxridge Farms,,,, 3, Plainfield East High School,1349 Rosemary Dr 60490,4.0,3,"3,930"," Natural Gas, Forced Air, Zoned"," Central Air, Zoned", 3,, 12, 8, Full," Finished,Egress Window",," $10,421", 11

Single Family Residential,$12/month,2003,Lakewood Ridge,,"$385,000",, 2, Bolingbrook High School,268 Berkeley Dr 60440,5.0,3.5,"2,713"," Natural Gas, Forced Air", Central Air, 3, 1, 0, 2, Full, Finished,," $10,567", 12

Single Family Residential,$33/month,2005,Fairways of Augusta,,"$850,000",, 3, Neuqua Valley High School,1855 Pampas Cir 60490,4.0,5,"4,145"," Natural Gas, Forced Air, Steam, Zoned"," Central Air, Zoned", 5,, 0, 2, Full," Finished,9 ft + pour"," 2,236"," $16,365.22", 15

Townhouse,$205/month,1971,Bolingbrook,,,, 2, Bolingbrook High School,554 Norman Rd 60440,2.0,2.5,"1,460"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Full," Unfinished,Egress Window",," $5,415.92", 6

Single Family Residential,,1975,Bolingbrook,,"$205,000",, 5,,245 Plainview Dr 60440,3.0,1,950," Natural Gas, Forced Air", Central Air, 1,, 0, 0,, None,," $4,291.64", 6

Other,,1973,,,"$155,000",,,,211 Walker Dr 60440,,2.5,"1,460",,,,, 0, 0,,,,,

Other,,,,,"$557,500",,,,8 Keller Ct 60440,,,"3,827",,,,, 0, 0,,,,,

Other,,1962,,,"$270,000",,,,112 Oxford Rd 60440,,2,"1,372",,,,, 0, 0,,,,,

Single Family Residential,,1961,Bolingbrook,,"$175,000",, 2,,241 Fairwood Dr 60440,3.0,2,"1,646"," Natural Gas, Forced Air", Central Air, 2,, 0, 0,, None,," $5,836.30", 7

Single Family Residential,,1997,Bolingbrook,,,, 2, Bolingbrook High School,766 Feather Sound Dr 60440,5.0,3.5,"2,924"," Natural Gas, Forced Air", Central Air, 3, 1, 14, 12, Full, Finished,," $13,156", 11

Single Family Residential,,1993,Bolingbrook,,"$296,500",, 2, Bolingbrook High School,5 Hickory Oaks Ct 60490,4.0,2,"1,800"," Natural Gas, Forced Air", Central Air, 2,, 0, 2, Partial, Finished,," $5,669.75", 9

Single Family Residential,$20/month,2002,Bolingbrook,,"$495,000",, 3, Plainfield East High School,2151 Muirfield Trl 60490,4.0,3,"4,094", Natural Gas, Central Air, 3,, 2, 0, Full, Finished," 1,262"," $10,546.28", 11

Single Family Residential,$26/month,2005,Foxridge Farms,,,, 2, Plainfield East High School,2 Covington Ct 60490,5.0,3,"2,773"," Natural Gas, Forced Air", Central Air, 3,, 14, 0, Full, Unfinished,," $8,141.10", 9

Single Family Residential,,1975,Bolingbrook,,"$260,000",, 1,,161 Grady Dr 60440,3.0,2,"1,635"," Natural Gas, Forced Air", Central Air, 2,, 0, 0,, None,," $4,816.68", 6

Single Family Residential,,1996,Cider Creek,,"$390,000",, 2, Neuqua Valley High School,177 Cider St 60490,3.0,2.5,"1,782"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Full," Finished,Crawl",," $6,986", 9

Single Family Residential,,1993,Williams Glen,,"$400,000",, 2, Bolingbrook High School,866 Brompton Cir 60440,4.0,2.5,"2,043"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Partial, Unfinished,," $7,043.46", 9

Single Family Residential,,1963,Bolingbrook,,,, 2,,116 Thornhurst Rd 60440,3.0,2,"1,372"," Natural Gas, Forced Air", Central Air, 2,, 6, 0,, None,," $6,406", 6

Single Family Residential,,1995,Hickory Oaks,,"$346,000",, 2, Neuqua Valley High School,1755 Maroon Bells Ln 60490,3.0,2,"2,167"," Natural Gas, Forced Air", Central Air, 2,, 0, 0, Partial, Unfinished,," $7,747.24", 8

Other,,2004,,,"$375,000",,,,140 Ginkgo St 60490,,2.5,"2,267",,,,, 0, 0,,,,,

Townhouse,$200/month,2019,Bolingbrook,,,, 2,,429 Bluebell Dr 60440,2.0,2,"1,700"," Natural Gas, Forced Air", Central Air, 2,, 0, 0, Full, Unfinished,,, 6

Single Family Residential,$33/month,2014,Fairways of Augusta,,"$610,000",, 3, Neuqua Valley High School,1882 Raes Creek Dr 60490,4.0,3.5,"3,402"," Natural Gas, Forced Air", Central Air, 3, 1, 2, 2, Full," Unfinished,Bathroom Rough-In",," $13,186", 9

Single Family Residential,$26/month,2003,Southgate Park,,,, 2,,750 Metropolitan Ave 60490,4.0,2.5,"2,300"," Natural Gas, Forced Air", Central Air, 2, 1, 8, 4, Partial, Finished,," $9,722", 9

Single Family Residential,$18/month,2003,Southgate Park,,"$440,000",, 2, Plainfield East High School,738 Metropolitan Ave 60490,4.0,3,"2,915"," Natural Gas, Forced Air", Central Air, 2, 2, 0, 2, Full, Finished, 900," $10,713", 14

Condo/Co-op,,2003,,,"$246,001",,,,139 Enclave Cir 60440,,1.5,"1,315",,,,, 0, 0,,,,,

Single Family Residential,,1963,Bolingbrook,,,, 2,,112 Vernon Dr 60440,5.0,2,"1,750", Forced Air, Central Air, 2,, 0, 8,, Slab,," $6,152.40", 8

Single Family Residential,,1963,Bolingbrook,,,, 5, Bolingbrook High School,165 Vernon Dr 60440,3.0,2,"2,000"," Natural Gas, Forced Air", Central Air, 2,, 0, 4, English, Finished,," $6,437.54", 8

Single Family Residential,$29/month,2003,Augusta Village,,"$436,555",, 3,,1607 Boulder Ridge Dr 60490,5.0,3.5,"3,036", Natural Gas, Central Air, 3, 1, 0, 0, Full, Finished,," $12,396.12", 9

Single Family Residential,,1994,Creekside of Remington,,"$388,000",, 3,,329 Plainview Dr 60440,4.0,3.5,"2,647"," Natural Gas, Forced Air", Central Air, 3, 1, 0, 2, Full, Finished,," $9,514", 10

Single Family Residential,$18/month,2003,Southgate Park,,,, 2, Plainfield East High School,749 Delacourte Ave 60490,4.0,4.5,"2,600"," Natural Gas, Forced Air", Central Air, 4, 1, 2, 0, Full, Finished,," $10,367", 12

Single Family Residential,$21/month,2005,Bolingbrook,,"$455,000",, 3, Plainfield East High School,10 Covington Ct 60490,7.0,4,"3,000", Natural Gas, Central Air, 4,, 0, 0, Full, Finished,," $8,295.04", 13

Single Family Residential,,1977,Bolingbrook,,"$280,000",, 1.5,,180 Arrowhead Ln 60440,3.0,1.5,"1,935"," Natural Gas, Forced Air", Central Air, 1, 1, 2, 0,, None,," $5,017.76", 7

Single Family Residential,,1993,Bolingbrook,,"$315,000",, 2,,292 Tecumseh Dr 60490,4.0,3,"2,031", Natural Gas, Central Air, 3,, 0, 0, Full, Partially Finished,," $7,719.90", 8

Other,,2004,,,"$462,000",,,,245 Hanburg Ln 60440,,2.5,"2,889",,,,, 0, 0,,,,,

Condo,$110/month,1977,Pine Meadows,,,, 2, Bolingbrook High School,25S Fernwood Dr 60440,3.0,1.5,"1,325", Natural Gas, Central Air, 1, 1, 6, 0,, None,," $3,774.38", 6

Other,,2000,,,"$305,000",,,,614 Bluebird Dr 60440,,2.5,"1,689",,,,, 0, 0,,,,,

Single Family Residential,$36/month,2005,Augusta Village,,"$437,500",, 2, Bolingbrook High School,370 Clubhouse St 60490,5.0,3.5,"3,036"," Natural Gas, Forced Air", Central Air, 3, 1, 0, 2, Full, Finished,," $12,820.58", 13

Townhouse,$150/month,1999,Pinebrook,,"$245,000",, 2, Bolingbrook High School,520 Pinebrook Dr 60490,3.0,2.5,"1,607"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0,, None,," $6,636.50", 7

Single Family Residential,$26/month,2002,Southgate Park,,,, 3,,1579 Arlington St 60490,3.0,2.5,"2,690"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 20, Partial," Unfinished,Crawl",," $10,081.32", 9

Condo,$170/month,1972,Indian Oaks,,,, 1, Bolingbrook High School,242 Chippewa Ct 60440,2.0,1,968, Natural Gas, Central Air, 1,, 4, 0, Full, Finished,," $2,679.04", 6

Townhouse,$150/month,1999,Pinebrook,,,, 2, Bolingbrook High School,1428 White Pine Ln 60490,3.0,2.5,"1,484"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0,, Slab,," $6,403.04", 6

Single Family Residential,$17/month,2015,Bolingbrook,,"$422,000",, 3, Plainfield East High School,1867 Leeds Rd 60490,3.0,2.5,"2,551", Natural Gas, Central Air, 2, 1, 0, 2, Full, Unfinished,," $9,367", 9

Single Family Residential,,1975,Bolingbrook,,,, 2, Bolingbrook High School,317 Round Hill Ct 60440,3.0,2.5,"2,092", Natural Gas, Central Air, 2, 1, 0, 0,, None,," $3,813.32", 6

Townhouse,$205/month,1992,Bolingbrook,,,, 2, Bolingbrook High School,197 Pamela Dr 60440,3.0,2.5,"1,452", Natural Gas, Central Air, 2, 1, 8, 0, Full, Unfinished,," $4,410.10", 6

Single Family Residential,$100/month,2004,Normadale,,,, 3,,3245 Justamere Rd 60517,5.0,4.5,"5,500"," Natural Gas, Forced Air", Central Air, 4, 1, 20, 8," Full, Walkout", Finished,," $19,200", 14

Single Family Residential,$7/month,1999,River Bend,,,, 2, Neuqua Valley High School,5 Ivy Ct 60490,4.0,2.5,"2,606"," Natural Gas, Forced Air", Central Air, 2, 1, 12, 6, Full, Unfinished,," $5,028", 9

Single Family Residential,$30/month,2014,River Hills,,,, 3, Plainfield East High School,2321 Brookstone Dr 60490,4.0,4,"3,705"," Natural Gas, Electric, Forced Air", Central Air, 4,, 30, 0, Full," Unfinished,Bathroom Rough-In,Egress Window",," $9,995.52", 11

Other,,1974,,,"$191,000",,,,629 Sundance Dr 60440,,1,"1,092",,,,, 0, 0,,,,,

Single Family Residential,,1973,Bolingbrook,,"$325,000",, 2,,318 Stafford Way 60440,4.0,2.5,"2,266"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Full, Partially Finished,," $9,007.12", 8

Condo,$225/month,2002,The Enclave,,"$236,000",, 2, Bolingbrook High School,120 Enclave Cir 60440,3.0,2.5,"1,768"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2,, None,," $4,822.18", 8

Single Family Residential,,1961,Bolingbrook,,"$157,000",, 1,,153 W Briarcliff Rd 60440,3.0,1.5,"1,435", Natural Gas,, 1, 1, 0, 0,, None,," $3,757.08", 6

Single Family Residential,,1972,Cinnamon Creek,,,, 2,,279 Butternut Dr 60440,3.0,1,," Natural Gas, Forced Air", Central Air, 1,, 0, 0,, None,," $4,992.82", 6

Single Family Residential,,2001,Bolingbrook,,"$398,900",, 2, Bolingbrook High School,4 Plainview Ct 60440,5.0,3.5,"2,400", Natural Gas, Central Air, 3, 1, 0, 0, Full, Partially Finished,," $10,382.82", 9

