Property Type,HOA Dues,Year Built,Community,List Price,housingprice,Est. Mo. Payment,# Of Cars,High School,address,beds,baths,sqft,Heating,Cooling,# of Baths (Full),# of Baths (1/2),# of carpet,# of hardwood,Basement,Basement Description,Basement Sq. Ft.,Tax Annual Amount,# of Rooms
Single Family Residential,$87/month,1987,White Eagle,,,, 3, Waubonsie Valley High School,3945 Broadmoor Ct 60564,5.0,5,"5,694", Natural Gas, Central Air, 5,, 8, 16, Full, Finished,," $18,827.28", 15

Single Family Residential,,1905,Naperville,,"$525,000",, 1,,520 W Jefferson Ave 60540,2.0,2,"1,216", Natural Gas,, 2,, 0, 0, Partial, Unfinished,," $9,328", 7

Single Family Residential,,1973,Cress Creek,,"$1,000,000",, 5, Naperville North High School,1111 Thunderbird Ln 60563,6.0,3.5,"4,764"," Natural Gas, Forced Air, Zoned"," Central Air, Zoned", 4, 1, 0, 2, Partial," Finished,Crawl,Storage Space", 580," $18,218.84", 14

Single Family Residential,$25/month,1996,River Run,,"$728,000",, 3, Neuqua Valley High School,4235 Clearwater Ln 60564,4.0,3.5,"3,620"," Natural Gas, Forced Air", Central Air, 3, 1, 0, 2, Full, Finished,," $14,806", 11

Condo/Co-op,,1996,,,"$462,000",,,,3024 Kentshire Cir 60564,2.0,2,"1,414",,,,, 0, 0,,,,, 5

Single Family Residential,$29/month,1999,Century Farms,,"$690,000",, 2, Naperville North High School,907 Erb Farm Ln 60563,4.0,4,"2,934"," Natural Gas, Forced Air", Central Air, 4,, 2, 0, Full, Finished," 1,497"," $11,031.72", 12

Condo/Co-op,,2000,,,"$235,000",,,,2807 White Thorn Cir 60564,2.0,1.5,"1,270",,,,, 0, 0,,,,, 5

Single Family Residential,,1993,Naperville,,,, 3, Naperville North High School,1533 Vest Ave 60563,5.0,4,"3,303"," Natural Gas, Forced Air"," Central Air, Zoned", 4,, 12, 8, Full," Finished,Walk-Up Access"," 1,857"," $14,605.12", 12

Single Family Residential,,1967,Cress Creek,,,, 2, Naperville North High School,1040 Summit Hills Ln 60563,4.0,2.5,"2,496", Natural Gas, Central Air, 2, 1, 0, 18, Full, Finished," 1,080"," $9,834.08", 9

Townhouse,$185/month,1999,Kingspointe,,,, 1, Metea Valley High School,995 Sheridan Cir 60563,3.0,2.5,"1,546", Natural Gas, Central Air, 2, 1, 10, 0,, Slab,," $5,180", 7

Single Family Residential,$4/month,1986,Winding Creek,,,, 3, Naperville Central High School,316 Redstart Rd 60565,4.0,3,"3,201", Natural Gas, Central Air, 2, 2, 16, 6," Full, Walkout", Finished,," $11,526.14", 11

Townhouse,,2002,,,"$237,000",,,,2480 Golf Ridge Cir 60563,2.0,2,"1,200",,,,, 0, 0,,,,,

Single Family Residential,,1958,East Highlands,,,, 1, Naperville Central High School,750 Sunset Dr 60540,5.0,2,"1,328"," Natural Gas, Forced Air", Central Air, 2,, 0, 0," Full, Walkout", Finished,," $8,131.28", 9

Single Family Residential,,1985,,,"$570,000",,,,9S344 Chandelle Dr 60564,,2.5,"2,774",,,,, 0, 0,,,,,

Single Family Residential,$59/month,2000,Tall Grass,,"$663,000",, 3, Waubonsie Valley High School,3516 Tall Grass Dr 60564,4.0,4,"3,651"," Natural Gas, Forced Air", Central Air, 4,, 0, 0, Full," Unfinished,Bathroom Rough-In",," $14,044.28", 9

Single Family Residential,$83/month,2000,Naperville,,,, 2, Naperville North High School,1112 Tuthill Rd 60563,4.0,3.5,"2,943"," Natural Gas, Forced Air", Central Air, 3, 1, 0, 2, Full," Finished,Crawl",," $12,770.42", 10

Single Family Residential,,1983,,,"$535,000",,,,687 Honeysuckle Dr 60540,,2.5,"2,861",,,,, 0, 0,,,,,

Single Family Residential,,1972,,,"$360,000",,,,1546 Chickasaw Dr 60563,3.0,2.5,"1,887",,,,, 0, 0,,,,, 7

Single Family Residential,,1959,West Highlands,,,, 2, Naperville Central High School,556 Juniper Dr 60540,3.0,2,"2,100", Natural Gas, Central Air, 2,, 2, 12, Partial, Finished,," $7,177.72", 7

Townhouse,$343/month,2006,Hampton Park,,,, 2,,2871 Bond Cir 60563,2.0,3,"1,668"," Natural Gas, Forced Air", Central Air, 3,, 12, 4, Partial," Finished,Crawl,Rec/Family Area,Storage Space", 814," $7,695.22", 7

Condo,$329/month,,Naperville,,,, 2,,5S510 Scots Dr 60563,2.0,2,"1,262"," Natural Gas, Forced Air", Central Air, 2,, 0, 0,, Crawl,," $3,129.40", 5

Single Family Residential,,1979,Naperville,,,, 2, Naperville North High School,1337 Pamela Ct 60540,5.0,3.5,"2,564", Natural Gas, Central Air, 3, 1, 16, 0, Full, Finished," 1,170"," $10,527.22", 10

Townhouse,$280/month,1995,Naperville,,,, 2,,1672 Normantown Rd 60564,2.0,1.5,"1,052", Natural Gas, Central Air, 1, 1, 0, 0,, None,," $4,505.90", 4

Single Family Residential,,1959,,,"$490,000",,,,920 Emerald Dr 60540,3.0,2.5,"2,120",,,,, 0, 0,,,,, 6

Single Family Residential,,2003,Brenwood Estates,,"$1,885,000",, 4, Naperville Central High School,8S223 Derby Dr 60540,5.0,6.5,"8,782"," Natural Gas, Forced Air, Indv Controls, Zoned"," Central Air, Zoned", 6, 1, 0, 0," Full, Walkout"," Finished,Exterior Access"," 4,335"," $47,231.96", 15

Single Family Residential,,1978,Will-O-Way,,,, 2, Naperville Central High School,117 S River Rd 60540,3.0,1.5,992, Natural Gas, Central Air, 1, 1, 0, 0,, None,," $4,576.34", 7

Single Family Residential,,1983,Old Farm,,"$287,000",, 1, Neuqua Valley High School,429 Travelaire Ave 60565,3.0,2,"1,075"," Natural Gas, Forced Air", Central Air, 2,, 0, 2,, Crawl,," $5,604.02", 5

Condo/Co-op,,,,,"$245,000",,,,3975 Idlewild Ln 60564,,,,,,,, 0, 0,,,,,

Single Family Residential,$54/month,1975,Steeple Run,,,, 4, Naperville North High School,6S146 Country Dr 60540,4.0,2.5,"2,319", Natural Gas, Central Air, 2, 1, 14, 0, Partial," Unfinished,Crawl",," $5,291.92", 8

Single Family Residential,,1987,Winding Creek,,,, 8, Naperville Central High School,1504 Estuary Ct 60565,5.0,2.5,"3,017"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Full, Finished,," $10,697", 12

Single Family Residential,,1983,Naperville,,,, 2,,716 Mulberry Ct 60540,5.0,3.5,"4,111"," Natural Gas, Forced Air"," Central Air, Zoned", 3, 1, 10, 6, Full, Finished, 751," $12,631", 9

Single Family Residential,$117/month,2017,Ashwood Heights,,,, 3, Waubonsie Valley High School,3824 Nannyberry Ct 60564,4.0,2.5,"3,275", Natural Gas," Central Air, Zoned", 2, 1, 0, 28, Full, Unfinished,," $12,801.54", 11

Condo,$340/month,1974,Naperville,,"$126,000",, 1,,5S040 Pebblewood Ln 60563,1.0,1,870, Natural Gas, Central Air, 1,, 0, 0,, None,," $1,718.90", 4

Single Family Residential,,1959,,,"$437,500",,,,216 Sandalwood Dr 60540,,2,"2,393",,,,, 0, 0,,,,,

Single Family Residential,,1976,Naperville,,,, 2,,7S576 Creek Dr 60540,3.0,2,"1,244"," Natural Gas, Forced Air", Central Air, 2,, 0, 0,, None,," $5,948.28", 7

,,,,,"$1,895/mo",,,,2811 Rutland Cir 60564,2.0,2,,,,,, 0, 0,,,,,

Single Family Residential,,1965,,,"$405,000",,,,1213 Cardinal Ln 60540,4.0,2.5,"2,356",,,,, 0, 0,,,,, 9

Single Family Residential,$45/month,1987,Knolls of Huntington,,"$749,000",, 3, Naperville North High School,857 Turnbridge Cir 60540,4.0,4,"3,436"," Natural Gas, Forced Air", Central Air, 4,, 0, 2, Full, Finished," 2,050"," $13,434.64", 11

Condo/Co-op,,,,,"$200,000",,,,2108 Ferry Rd 60563,,,,,,,, 0, 0,,,,,

Townhouse,$245/month,2018,Naperville,,,, 2,,2907 Madison Dr 60564,3.0,2.5,"1,910", Natural Gas, Central Air, 2, 1, 0, 0, Full, Finished,," $6,521.88", 7

Townhouse,$382/month,1980,Mill Crossing,,"$177,500",, 2, Naperville North High School,1012 N Mill St 60563,3.0,2,"1,592", Natural Gas, Central Air, 1, 2, 0, 2,, Crawl,," $1,585", 6

Condo/Co-op,,1999,,,"$215,000",,,,2856 Gypsum Cir 60564,2.0,1.5,"1,137",,,,, 0, 0,,,,, 5

Single Family Residential,,1989,Brush Hill,,"$460,000",, 2, Naperville North High School,25 N Whispering Hills Dr 60540,4.0,3,"3,192"," Natural Gas, Forced Air", Central Air, 3,, 0, 2, Partial, Finished,," $10,707.14", 12

Single Family Residential,,1974,Farmstead,,"$460,000",, 2, Naperville Central High School,1816 Winola Ct 60565,4.0,2.5,"2,393"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Full," Finished,Crawl",," $8,353.28", 11

Townhouse,$155/month,1974,Naperville,,,, 2, Metea Valley High School,2 Pebblewood Trl 60563,4.0,2.5,"1,955", Natural Gas, Central Air, 2, 1, 0, 18, Full, Finished,," $4,507.62", 9

Single Family Residential,$23/month,1999,Heatherstone,,"$428,000",, 2, Waubonsie Valley High School,3404 Fairmont Ave 60564,4.0,2.5,"2,182"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Full, Finished,," $9,119", 8

Single Family Residential,,1980,,,"$450,000",,,,874 Appomattox Cir 60540,4.0,2.5,"2,160",,,,, 0, 0,,,,,

Single Family Residential,,1984,Buttonwood,,"$490,000",, 2, Metea Valley High School,1207 Teakwood Ct 60540,4.0,2.5,"2,416"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Full, Unfinished,," $10,476.30", 9

Townhouse,$170/month,2000,Sawgrass Winds,,"$340,000",, 2, Neuqua Valley High School,2949 Brossman St 60564,4.0,3.5,," Natural Gas, Forced Air", Central Air, 3, 1, 0, 2, Partial, Finished,," $6,559.62", 8

Single Family Residential,,1975,,,"$246,500",,,,25W025 Keswick Ln 60540,,1.5,"1,346",,,,, 0, 0,,,,,

Single Family Residential,,1969,Maplebrook II,,,, 2, Naperville Central High School,1508 Lark Ln 60565,4.0,2.5,"2,484", Natural Gas, Central Air, 2, 1, 2, 16, Full, Finished, 667," $8,045.78", 10

Condo/Co-op,,,,,"$365,000",,,,2108 Ferry Rd 60563,,,,,,,, 0, 0,,,,,

Townhouse,$230/month,1997,Riverbrook,,,, 1, Metea Valley High School,704 Beaver Ct 60563,2.0,1.5,"1,406"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0,, None,," $3,977.88", 6

Townhouse,$260/month,1985,Terraces of Brookdale,,,, 2, Metea Valley High School,1445 Queensgreen Cir 60563,2.0,1.5,"1,297"," Natural Gas, Forced Air", Central Air, 1, 1, 8, 0,, None,," $3,870.78", 6

Single Family Residential,$83/month,1998,Naperville,,"$583,000",, 3, Neuqua Valley High School,2232 Stowe Cir 60564,4.0,3.5,"3,391", Natural Gas, Central Air, 3, 1, 0, 0, Full, Finished,," $14,110.64", 8

Single Family Residential,,1978,Cress Creek,,"$520,000",, 2, Naperville North High School,1512 Heatherton Ct 60563,3.0,2.5,"2,406"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Partial," Unfinished,Crawl",," $5,644", 7

Condo,$255/month,1974,Olive Trees,,,, 2, Naperville Central High School,118 E Bailey Rd 60565,1.0,1,756, Baseboard,, 1,, 0, 0,, None,," $1,709.12", 4

Townhouse,,1973,Naperville,,"$415,000",, 1, Naperville North High School,135 N Huffman St 60540,2.0,1.5,"1,488", Natural Gas, Central Air, 1, 1, 0, 2,, None,," $4,207.72", 5

Single Family Residential,,1984,Westglen,,,, 2,,508 Teton Ct 60565,3.0,2.5,"2,316"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Full, Finished,," $7,528", 8

Single Family Residential,,1958,Naperville Country Estates,,,, 2.5, Naperville North High School,25W110 Lacey Ave 60563,3.0,1.5,"1,134"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 10, Full, Unfinished,," $5,832.72", 6

Single Family Residential,,1967,Pembroke Greens,,,, 2, Naperville North High School,1212 Jane Ave 60540,3.0,2.5,"2,094", Natural Gas, Central Air, 2, 1, 14, 0, Partial, Unfinished, 720," $8,353.28", 8

Single Family Residential,,1986,,,"$508,500",,,,2106 University Dr 60565,4.0,2.5,"3,173",,,,, 0, 0,,,,,

Single Family Residential,,1984,Naperville,,"$560,000",, 2,,1356 River Oak Dr 60565,5.0,3.5,"2,848", Natural Gas, Central Air, 3, 1, 2, 0, Full, Partially Finished,," $9,009.74", 12

Single Family Residential,$20/month,1996,Saddle Creek,,,, 2, Neuqua Valley High School,4831 Snapjack Cir 60564,4.0,2.5,"2,592", Natural Gas, Central Air, 2, 1, 6, 14, Full, Unfinished,," $9,610.28", 9

Condo,$295/month,1980,Chantecleer Lakes,,"$149,900",, 1, Waubonsie Valley High School,1581 Raymond Dr 60563,2.0,1,," Natural Gas, Forced Air", Central Air, 1,, 0, 0,, None,," $2,712.46", 5

Single Family Residential,,1998,Mission Oaks,,,, 2, Neuqua Valley High School,2104 Lindsay Dr 60564,4.0,3.5,"3,662"," Natural Gas, Forced Air", Central Air, 3, 1, 8, 12, Full, Finished,," $8,695.70", 9

Townhouse,$326/month,2022,Naper Commons,,,, 2, Wheaton Warrenville South H S,2242 Weatherbee LN 60563,3.0,2.5,"2,100", Natural Gas, Central Air, 2, 1, 0, 0, Full, Unfinished,,, 7

Condo/Co-op,,1979,,,"$150,000",,,,1053 W Ogden Ave 60563,2.0,2,"1,050",,,,, 0, 0,,,,, 4

Single Family Residential,,1930,Naperville Heights,,"$525,000",, 2, Naperville North High School,1021 Eagle St 60563,4.0,3,"2,200"," Natural Gas, Forced Air", Central Air, 3,, 0, 0, Partial," Partially Finished,Crawl",," $8,874.96", 9

Single Family Residential,,1985,Eagle Chase,,,, 2, Naperville North High School,1664 Brentford Dr 60563,4.0,2.5,"3,029", Natural Gas, Central Air, 2, 1, 14, 10, Full, Unfinished,," $10,697.48", 10

Townhouse,$351/month,2005,Astor Place,,,, 2, Metea Valley High School,1906 Alta Vista Ct 60563,3.0,3.5,"2,620"," Natural Gas, Forced Air", Central Air, 3, 1, 0, 10, English," Finished,9 ft + pour",," $7,356", 8

Single Family Residential,$122/month,2019,Ashwood Park,,"$850,000",, 3, Waubonsie Valley High School,4240 Chinaberry Ln 60564,5.0,5,"3,338"," Natural Gas, Forced Air", Central Air, 5,, 2, 2, Full, Finished," 1,807"," $4,361.84", 11

Single Family Residential,,1968,Naperville,,,, 2, Naperville North High School,1164 George Ln 60540,5.0,2.5,"2,352", Natural Gas, Central Air, 2, 1, 0, 16, Full," Partially Finished,Rec/Family Area,Sleeping Area",," $8,414.78", 9

Condo/Co-op,,1999,,,"$317,876",,,,2805 Stonewater Dr 60564,,2,"1,540",,,,, 0, 0,,,,,

Townhouse,$272/month,1990,The Fields,,,, 1, Waubonsie Valley High School,1231 Rhodes Ln 60540,2.0,2,"1,149"," Natural Gas, Forced Air", Central Air, 2,, 0, 0,, None,," $3,720.46", 4

Single Family Residential,,1995,,,"$586,000",,,,328 Millcreek Ln 60540,,3.5,"2,908",,,,, 0, 0,,,,,

Single Family Residential,,1979,Naperville,,,, 2, Metea Valley High School,5S564 Kirk Pl 60563,4.0,3,"2,120", Natural Gas, Central Air, 2, 2, 10, 6, Partial," Finished,Crawl",," $6,994.12", 10

Single Family Residential,,1978,Longwood,,"$353,200",, 2.5, Metea Valley High School,30W286 McGregor Ln 60563,4.0,2.5,"2,236"," Natural Gas, Forced Air", Central Air, 2, 1, 2, 2,, Crawl,," $6,581", 8

Single Family Residential,,1988,,,"$585,000",,,,2313 University Ct 60565,4.0,2.5,"2,430",,,,, 0, 0,,,,, 9

Single Family Residential,,1956,,,"$475,000",,,,725 S Sleight St 60540,,2,"1,825",,,,, 0, 0,,,,,

Townhouse,$250/month,1986,Terraces of Brookdale,,"$190,000",, 1, Metea Valley High School,1376 Queensgreen Cir 60563,2.0,1.5,"1,297"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0,, None,," $3,696.30", 6

Single Family Residential,,1985,,,"$534,000",,,,923 Dakota Cir 60563,,2.5,"3,437",,,,, 0, 0,,,,,

Single Family Residential,,1997,,,"$585,000",,,,2308 Cloverdale Rd 60564,4.0,2.5,"3,109",,,,, 0, 0,,,,, 9

Single Family Residential,$11/month,1986,Walnut Ridge,,"$541,000",, 2, Naperville Central High School,2204 Oberlin Ct 60565,4.0,2.5,"2,708"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Full," Partially Finished,Crawl",," $11,587.78", 12

Other,,1975,,,"$409,000",,,,1317 E Gartner Rd 60540,,4.5,"4,686",,,,, 0, 0,,,,,

Other,,2003,,,"$640,000",,,,3132 Kingbird Ln 60564,,,"3,192",,,,, 0, 0,,,,,

Single Family Residential,$29/month,1997,Burnham Point,,"$596,000",, 3, Neuqua Valley High School,2955 Beth Ln 60564,5.0,3.5,"3,430", Natural Gas, Central Air, 3, 1, 0, 2, Full, Finished,," $13,485", 12

Single Family Residential,,1982,,,"$224,667",,,,839 Woodbine Ct 60540,,2.5,"2,334",,,,, 0, 0,,,,,

Single Family Residential,$33/month,1977,Huntington Estates,,,, 2, Naperville North High School,809 Huntleigh Dr 60540,4.0,3,"3,240", Natural Gas, Central Air, 2, 2, 14, 8, Full, Finished,," $10,448.24", 11

Townhouse,$285/month,1997,Rose Hill Farm,,,, 2, Neuqua Valley High School,3915 Vesper Ct 60564,2.0,2.5,"1,814"," Natural Gas, Forced Air", Central Air, 2, 1, 6, 10,, Slab,," $5,477.24", 6

Single Family Residential,,1985,Brook Crossing,,,, 2, Neuqua Valley High School,1135 Lakeside Ct 60564,3.0,2,," Natural Gas, Forced Air", Central Air, 2,, 10, 6,, None,," $5,109.12", 8

Single Family Residential,$54/month,1974,Steeple Run,,,, 2, Naperville North High School,6S083 Country Dr 60540,4.0,2.5,"2,464", Forced Air, Central Air, 2, 1, 8, 12, Partial," Unfinished,Crawl", 790," $8,503", 9

Single Family Residential,,1985,,,"$485,000",,,,960 Hidden Lake Rd 60565,,3,"2,959",,,,, 0, 0,,,,,

Townhouse,$210/month,1999,Stonewater,,"$191,000",, 1, Neuqua Valley High School,2736 Rockport Ln 60564,2.0,1.5,929," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0,, Slab,," $3,194", 4

Single Family Residential,,1987,Old Farm,,,, 2, Naperville Central High School,390 Amy Ct 60565,3.0,1,"1,255", Natural Gas, Central Air, 1,, 0, 0,, None,," $5,373.86", 6

Single Family Residential,,1977,Brookdale,,,, 3, Metea Valley High School,827 Manchester St 60563,4.0,3.5,"3,210"," Natural Gas, Forced Air", Central Air, 3, 1, 12, 8, Full, Finished,," $10,051.40", 11

Single Family Residential,,2014,Jefferson Estates,,"$2,400,000",, 4, Naperville Central High School,235 Claremont Dr 60540,5.0,7,"9,179"," Natural Gas, Forced Air, Zoned", Central Air, 5, 4, 0, 2," Full, English", Finished,," $40,057", 15

Single Family Residential,,1983,Brookdale,,"$465,000",, 2, Metea Valley High School,1215 Redfield Rd 60563,4.0,2.5,"2,440", Natural Gas, Central Air, 2, 1, 0, 2, Full, Partially Finished,," $9,988.94", 9

Townhouse,$225/month,1994,Estes Park,,"$280,000",, 1,,1207 Denver Ct 60540,2.0,2.5,"1,488"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0,, None,," $4,645.08", 7

Condo,$183/month,1998,Windridge,,"$217,000",, 1, Neuqua Valley High School,2932 Bartlett Ct 60564,2.0,2,"1,139"," Natural Gas, Forced Air", Central Air, 2,, 0, 0,, None,," $3,926", 5

Other,,2003,,,"$535,000",,,,5612 Bergamot Ct 60564,,3.5,"2,907",,,,, 0, 0,,,,,

Single Family Residential,,1961,Moser Highlands,,,, 2, Naperville Central High School,1029 Hemlock Ln 60540,3.0,2.5,"2,151"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 14,, Crawl,," $7,009.04", 7

Condo/Co-op,,,,,"$295,000",,,,904 Genesee Dr 60563,,,,,,,, 0, 0,,,,,

Townhouse,$420/month,2016,Carillon Club,,"$355,000",, 2, Waubonsie Valley High School,2606 Avondale Cir 60564,2.0,2,"1,549"," Natural Gas, Forced Air", Central Air, 2,, 0, 2,, None,," $6,927.72", 5

Townhouse,$203/month,,Windridge,,,, 2, Neuqua Valley High School,2807 White Thorn Cir 60564,2.0,1.5,"1,271"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0, Full, Unfinished,," $5,032", 6

Townhouse,$220/month,2022,Naperville Crossings,,,, 2, Waubonsie Valley High School,2904 Reflection Dr 60564,3.0,3,"2,047"," Natural Gas, Forced Air", Central Air, 2, 2, 6, 0,, None,,, 7

Condo/Co-op,,,,,"$250,000",,,,936 Moultrie Ct 60563,,,,,,,, 0, 0,,,,,

Single Family Residential,,1987,,,"$1,455,000",,,,3964 Paradise Canyon Ct 60564,4.0,2.5,"4,172",,,,, 0, 0,,,,, 9

Townhouse,$85/month,1985,River Bend,,"$645,000",, 2, Naperville Central High School,372 Waterside Ct 60540,3.0,3,"2,935"," Natural Gas, Forced Air", Central Air, 3,, 0, 2," Full, Walkout", Partially Finished,," $11,130", 10

Single Family Residential,,1973,The Glens,,,, 2, Naperville Central High School,616 Sara Ln 60565,4.0,2.5,"2,256", Natural Gas, Central Air, 2, 1, 10, 8, Partial, Partially Finished,," $8,325.44", 9

Single Family Residential,$75/month,2001,Tamarack West,,"$1,185,000",, 4.5, Neuqua Valley High School,3912 Callander Ct 60564,5.0,4.5,"6,400"," Natural Gas, Forced Air"," Central Air, Zoned", 4, 1, 0, 2," Full, English"," Finished,Egress Window,Lookout,9 ft + pour,Rec/Family Area,Storage Space,Walk-Up Access"," 2,923"," $23,938", 15

Condo,$266/month,1979,Naperville,,,, 2,,520 Burning Tree Ln 60563,1.0,1,800," Natural Gas, Forced Air",, 1,, 0, 0,, Slab,," $1,399.62", 4

Single Family Residential,,1994,White Eagle,,"$947,000",, 3, Waubonsie Valley High School,1535 Winberie Ct 60564,4.0,4.5,"4,161", Natural Gas, Central Air, 4, 1, 0, 2," Full, English", Finished,," $21,572.22", 14

Single Family Residential,$115/month,1996,River Run,,"$806,500",, 4, Neuqua Valley High School,4435 Esquire Cir 60564,4.0,3.5,"3,810"," Natural Gas, Forced Air", Central Air, 3, 1, 0, 2, Full," Finished,Rec/Family Area",," $15,847", 15

Single Family Residential,,1944,Naperville,,,, 2, Naperville North High School,730 N Center St 60563,4.0,2,"1,517"," Natural Gas, Forced Air", Central Air, 2,, 0, 2, Full," Unfinished,Bathroom Rough-In",," $8,654.32", 9

Single Family Residential,,1995,Olesen Estates,,,, 3, Naperville North High School,203 Edinburgh Ct 60540,4.0,4,"3,681"," Natural Gas, Zoned"," Central Air, Zoned", 3, 2, 18, 14, Full," Finished,Crawl,Rec/Family Area,Storage Space"," 2,000"," $17,487.30", 12

Single Family Residential,$16/month,1997,Harmony Grove,,,, 3,,4720 Fesseneva Ln 60564,4.0,2.5,"2,911", Natural Gas, Central Air, 2, 1, 0, 20, Full, Finished,," $10,660", 9

Single Family Residential,,1983,Campus Green,,"$455,000",, 2, Naperville Central High School,1525 E Bailey Rd 60565,4.0,2.5,"2,150"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Full, Partially Finished,," $8,121.52", 8

Condo/Co-op,,1981,,,"$251,167",,,,2783 Wayfaring Ln 60532,,1.5,"1,418",,,,, 0, 0,,,,, 2
